Student_ID,Gender,Age,Department,CGPA,Tenth_Percentage,Twelfth_Percentage,Degree_Percentage,Projects,Internships,Certifications,Coding_Skill,Communication,Aptitude,English,Leadership,Teamwork,Hackathons,Backlogs,Placement
296,Female,23,MECH,8.39,73,93,58,6,1,7,8,1,52,9,5,4,0,4,Yes
297,Male,24,IT,8.47,78,70,55,1,0,4,7,6,82,7,7,10,1,4,Yes
298,Male,25,CIVIL,5.8,60,90,73,5,2,5,5,4,78,4,8,7,4,0,Yes
299,Female,21,EEE,7.73,90,59,87,2,2,1,9,5,96,9,10,5,5,3,Yes
300,Female,24,EEE,8.89,76,84,84,4,0,7,2,5,44,7,4,4,2,3,No
301,Female,24,MECH,5.54,71,70,73,0,3,5,2,9,99,3,8,6,2,1,Yes
302,Female,21,CIVIL,8.51,67,86,67,1,1,4,4,4,52,4,10,6,1,0,Yes
303,Male,20,CIVIL,9.71,86,94,55,6,0,7,6,10,60,8,10,5,3,1,Yes
304,Female,23,IT,8.8,63,58,88,6,3,7,9,1,72,6,7,3,3,0,Yes
305,Female,22,CIVIL,5.54,98,68,79,4,0,5,6,10,95,5,3,9,2,1,Yes
306,Female,23,MECH,7.01,66,86,82,1,3,5,6,7,57,8,3,10,1,4,Yes
307,Male,20,CIVIL,6.69,70,90,82,6,3,3,3,3,70,1,3,7,3,1,Yes
308,Female,23,ECE,6.6,91,58,80,0,1,0,4,5,70,2,8,6,2,2,No
309,Female,24,MECH,9.6,71,77,56,3,0,5,10,4,76,10,9,3,2,2,Yes
310,Female,25,MECH,7.64,83,60,79,4,2,7,3,3,80,6,7,10,4,3,Yes
311,Male,20,IT,7.01,75,75,73,5,2,6,5,8,89,6,10,9,3,3,Yes
312,Male,21,CSE,6.05,70,97,71,5,0,3,3,7,46,2,2,8,4,0,Yes
313,Male,23,MECH,8.87,60,61,71,4,1,1,7,5,54,4,5,8,5,1,Yes
314,Male,24,IT,5.63,97,77,75,6,3,7,9,5,75,8,3,9,1,4,Yes
315,Female,25,CIVIL,8.3,91,82,88,5,2,5,8,9,54,2,8,5,2,3,Yes
316,Female,21,ECE,5.55,88,63,77,2,3,8,1,8,100,8,5,1,3,2,Yes
317,Male,20,MECH,7.14,81,90,82,3,1,2,7,7,54,5,2,7,5,1,Yes
318,Female,22,CIVIL,8.77,72,81,67,6,0,2,3,5,47,8,10,8,2,5,No
319,Female,21,ECE,5.59,58,89,56,1,0,4,5,3,85,8,1,4,0,1,No
320,Male,23,IT,7.0,74,86,78,3,0,5,2,3,43,5,7,2,4,3,No
321,Male,21,ECE,9.1,55,62,70,3,3,3,1,4,69,2,9,4,3,3,No
322,Female,22,IT,8.27,57,90,88,0,2,7,5,4,63,1,4,2,1,5,No
323,Female,22,CSE,6.24,72,92,62,3,1,0,1,10,90,8,10,3,2,0,Yes
324,Male,21,EEE,5.9,94,76,95,0,0,5,3,9,90,2,3,8,1,2,No
325,Female,23,CIVIL,6.35,99,79,77,5,1,4,1,8,85,8,9,5,4,5,No
326,Female,21,MECH,6.32,77,75,84,2,1,1,9,3,68,5,5,9,2,3,No
327,Male,25,MECH,7.17,66,56,94,6,2,3,6,2,82,9,7,4,4,5,Yes
328,Female,24,IT,8.2,75,81,75,0,0,8,2,1,93,3,3,1,1,0,No
329,Female,21,CSE,5.64,96,79,86,4,2,0,6,4,78,2,1,4,5,3,No
330,Male,23,CIVIL,5.77,90,81,78,6,0,4,9,1,86,2,5,2,1,4,No
331,Male,20,CIVIL,6.52,79,67,67,4,1,2,9,9,66,2,10,6,5,3,Yes
332,Female,20,IT,8.99,90,80,87,2,1,8,10,8,99,6,6,9,2,2,Yes
333,Female,25,EEE,9.14,75,93,70,4,1,6,9,5,63,8,8,7,0,5,Yes
334,Male,22,MECH,5.57,63,74,55,2,1,3,6,1,89,5,9,9,4,4,No
335,Male,20,CSE,7.53,64,63,71,2,1,3,5,5,45,10,7,10,1,5,No
336,Male,25,ECE,8.99,66,86,91,6,0,4,1,10,64,2,1,6,2,3,Yes
337,Female,20,IT,8.79,93,55,95,6,3,0,5,9,42,6,9,10,1,2,Yes
338,Male,21,CSE,8.46,80,83,93,4,0,3,7,5,90,7,3,3,2,0,Yes
339,Female,24,CIVIL,5.72,80,71,60,3,3,2,3,8,75,4,8,7,5,4,No
340,Male,24,MECH,9.89,88,70,70,0,2,6,6,10,45,2,7,7,2,2,Yes
341,Male,22,ECE,8.11,56,74,65,2,3,2,8,1,99,4,4,6,1,5,No
342,Male,20,CIVIL,5.74,94,64,73,0,2,1,5,8,70,1,6,4,5,4,No
343,Male,21,MECH,7.8,71,90,85,4,1,0,7,10,97,9,1,5,1,0,Yes
344,Female,21,CIVIL,8.22,58,84,55,0,3,4,6,2,41,5,7,4,3,4,No
345,Male,22,EEE,9.31,89,60,66,1,3,8,1,1,55,9,5,6,3,3,Yes
346,Male,20,ECE,8.51,77,95,74,1,2,0,5,7,96,1,9,5,1,1,Yes
347,Female,23,CIVIL,6.1,79,88,94,6,1,6,4,10,49,7,5,10,2,3,Yes
348,Male,21,CIVIL,6.11,89,98,67,6,1,4,9,3,67,3,10,3,2,0,Yes
349,Male,21,ECE,9.19,64,56,75,3,3,4,8,5,49,4,2,3,1,0,Yes
350,Female,24,MECH,8.19,93,69,69,5,0,5,2,8,48,9,10,8,5,5,No
351,Female,21,EEE,7.66,63,65,67,1,0,6,1,5,100,7,4,4,1,0,Yes
352,Male,23,MECH,7.66,75,84,70,3,3,0,10,7,86,6,7,10,5,4,Yes
353,Male,24,CSE,7.49,57,70,88,4,3,0,9,7,73,1,4,5,3,3,Yes
354,Female,22,EEE,6.23,73,94,58,5,1,7,8,2,86,9,2,3,4,5,No
355,Male,23,EEE,6.92,56,66,84,4,1,7,2,5,60,3,2,2,0,5,No
356,Female,25,ECE,5.88,79,87,94,1,3,8,7,1,89,3,6,10,5,1,Yes
357,Male,21,IT,8.88,58,81,74,2,3,4,3,2,97,3,4,1,4,2,Yes
358,Male,23,EEE,9.26,89,55,93,3,1,3,10,8,69,7,8,2,4,4,Yes
359,Male,21,MECH,6.72,95,90,68,0,1,2,1,6,42,3,1,10,4,2,No
360,Female,20,CSE,5.98,66,65,73,4,1,7,10,6,99,1,2,5,2,2,Yes
361,Female,20,EEE,9.21,59,73,85,1,0,4,6,9,66,9,4,4,4,0,Yes
362,Male,24,CIVIL,9.81,88,60,85,5,2,6,10,6,56,9,10,10,2,1,Yes
363,Female,24,CIVIL,8.28,86,66,94,1,2,3,1,2,41,8,2,4,4,3,No
364,Female,20,ECE,7.04,95,68,55,5,1,4,5,2,59,5,9,9,2,0,Yes
365,Male,25,ECE,7.0,91,94,56,6,1,3,6,6,99,8,8,1,5,1,Yes
366,Female,21,CIVIL,7.53,89,76,84,6,3,0,9,5,76,6,9,9,0,1,Yes
367,Female,22,CSE,9.77,72,56,76,3,1,6,3,10,47,5,6,1,2,3,Yes
368,Male,23,IT,7.13,74,68,88,2,1,1,6,1,89,4,2,8,4,0,Yes
369,Female,24,IT,6.34,85,88,74,6,2,2,2,9,83,3,4,1,3,3,No
370,Male,20,ECE,9.6,98,93,60,2,3,0,2,9,89,5,1,10,2,5,Yes
371,Male,22,IT,6.35,72,89,75,6,3,1,5,3,50,5,2,1,4,4,No
372,Male,21,MECH,7.04,75,72,64,5,2,3,3,2,59,10,6,9,3,0,Yes
373,Male,20,EEE,9.47,58,61,79,0,0,6,7,3,85,10,10,8,4,2,Yes
374,Female,22,IT,8.64,97,89,60,6,3,2,2,8,46,8,5,8,3,1,Yes
375,Male,21,MECH,6.64,78,80,66,5,2,5,8,8,41,2,8,2,2,3,Yes
376,Female,21,ECE,8.88,93,91,63,4,0,6,2,6,75,2,5,9,3,3,Yes
377,Female,21,MECH,6.57,65,85,79,0,2,3,10,7,90,7,10,6,4,5,No
378,Male,21,CIVIL,8.45,91,86,62,4,3,5,9,2,92,8,3,5,3,0,Yes
379,Male,25,MECH,8.89,79,75,86,5,0,1,4,3,96,10,1,3,5,1,Yes
380,Female,24,ECE,7.22,91,83,67,1,2,4,10,5,98,7,6,2,4,0,Yes
381,Female,21,ECE,5.77,90,58,55,5,2,1,5,1,55,7,10,7,5,2,No
382,Female,23,EEE,7.41,68,97,66,3,1,3,9,7,93,6,7,3,2,5,Yes
383,Male,21,CSE,5.82,56,64,86,5,3,2,2,3,81,7,8,10,3,4,No
384,Male,23,MECH,7.37,83,79,77,1,1,6,10,1,76,8,4,9,2,3,Yes
385,Female,20,CSE,8.0,78,62,92,3,0,2,9,5,69,9,2,9,4,0,Yes
386,Male,23,CIVIL,8.76,97,59,95,4,2,0,6,9,89,1,8,8,4,3,Yes
387,Female,23,ECE,9.73,73,73,65,0,2,4,1,8,77,3,10,1,5,2,Yes
388,Male,22,EEE,5.86,87,59,72,2,1,4,5,5,40,2,10,3,4,5,No
389,Male,25,EEE,7.13,66,71,70,3,1,8,1,6,45,3,10,3,3,3,No
390,Female,21,CIVIL,7.44,95,65,68,4,2,0,5,2,43,3,8,7,3,2,No
391,Female,25,MECH,6.53,98,79,85,2,1,8,7,1,58,8,7,6,4,5,No
392,Male,20,MECH,8.3,82,94,72,2,2,4,2,5,81,10,7,8,5,5,No
393,Male,25,CIVIL,8.09,67,88,76,5,1,5,9,1,83,1,2,1,3,0,Yes
394,Male,25,EEE,7.05,73,71,67,0,0,1,1,10,82,4,10,2,5,0,No
395,Male,24,IT,7.15,96,91,66,0,1,4,5,8,82,2,8,5,3,5,No
396,Female,22,IT,8.94,72,58,79,3,2,0,5,5,51,8,2,8,1,4,Yes
397,Female,21,CIVIL,7.67,64,89,82,1,0,7,5,2,42,2,2,10,5,2,No
398,Female,20,EEE,6.15,95,55,57,5,3,4,3,6,97,7,10,1,4,5,No
399,Female,23,EEE,7.28,59,89,69,0,3,7,2,10,74,6,6,5,3,0,Yes
400,Male,22,MECH,9.25,76,60,84,6,2,3,3,9,42,7,4,5,5,3,Yes
401,Male,25,CIVIL,7.08,60,95,83,5,1,2,1,4,41,10,4,8,3,0,Yes
402,Female,23,MECH,9.75,83,56,57,2,0,5,1,7,47,4,9,8,5,4,No
403,Male,25,MECH,6.53,59,57,64,3,0,7,10,1,55,3,1,3,5,0,Yes
404,Female,20,EEE,8.19,92,59,61,0,3,3,2,4,67,6,7,6,0,5,No
405,Male,22,IT,8.86,92,66,76,0,0,4,3,7,50,6,9,3,3,1,No
406,Male,21,CSE,8.98,95,94,79,6,1,0,8,2,40,1,3,2,5,5,No
407,Female,23,CIVIL,9.05,85,99,63,1,1,4,9,8,66,4,3,10,5,0,Yes
408,Male,25,EEE,8.19,60,95,74,2,3,0,9,4,52,2,9,2,4,2,Yes
409,Male,23,CIVIL,8.4,72,58,67,0,1,7,8,3,50,1,1,6,2,1,Yes
410,Female,22,ECE,8.21,84,57,61,5,0,8,3,3,90,1,8,9,0,0,Yes
411,Male,25,EEE,8.11,75,81,67,5,2,3,2,6,54,2,4,7,1,3,Yes
412,Male,20,EEE,8.07,58,82,64,1,3,2,7,6,48,8,4,6,2,1,Yes
413,Female,21,CSE,8.55,58,72,63,0,3,7,7,3,88,6,4,5,4,1,Yes
414,Male,24,MECH,9.26,60,81,88,3,1,7,8,5,40,7,4,4,2,3,Yes
415,Male,24,IT,9.52,55,81,57,0,3,8,1,7,73,7,8,2,3,3,Yes
416,Male,20,MECH,8.81,99,81,68,1,2,4,4,2,41,8,5,3,5,3,No
417,Male,23,EEE,8.9,80,66,78,5,3,0,2,7,97,6,9,1,2,3,Yes
418,Female,25,MECH,7.89,68,98,60,4,2,0,9,6,96,1,2,7,2,3,Yes
419,Male,22,ECE,6.27,90,59,90,5,1,2,6,4,74,2,8,10,5,1,Yes
420,Male,22,ECE,9.45,87,98,82,2,0,1,6,6,68,8,9,9,0,3,Yes
421,Female,23,MECH,7.12,98,99,59,1,3,1,2,7,97,3,5,2,0,1,Yes
422,Female,20,CIVIL,6.15,64,68,88,5,0,4,7,9,99,3,8,6,3,3,Yes
423,Male,22,IT,5.78,69,88,76,3,2,5,8,10,82,9,9,8,3,2,Yes
424,Male,22,IT,8.97,69,85,78,2,0,2,6,5,69,3,10,3,5,4,No
425,Female,21,IT,9.19,99,97,64,1,1,1,1,6,76,3,8,5,2,1,No
426,Male,24,CIVIL,5.65,75,77,64,2,3,8,3,9,59,2,1,7,3,1,Yes
427,Female,22,IT,5.52,89,87,76,5,2,7,5,10,82,3,10,8,2,5,Yes
428,Male,25,EEE,9.46,63,98,90,0,2,0,7,10,93,4,8,6,0,2,Yes
429,Male,24,CIVIL,6.36,88,69,72,1,0,1,9,8,83,2,9,7,1,3,No
430,Female,24,MECH,7.75,58,97,78,3,1,6,6,7,63,1,5,6,2,2,Yes
431,Female,24,CSE,6.45,83,81,83,2,1,6,7,3,93,10,10,2,1,1,Yes
432,Female,23,MECH,9.84,59,92,79,0,0,6,5,7,51,9,8,10,1,1,Yes
433,Male,23,ECE,7.94,57,74,92,2,3,8,8,4,41,1,3,5,2,5,No
434,Female,20,CIVIL,8.43,73,81,66,3,1,0,2,5,71,2,10,6,4,3,No
435,Female,22,CIVIL,8.52,99,62,78,4,0,4,3,10,43,3,6,8,5,1,Yes
436,Female,21,CSE,6.7,81,95,77,0,2,4,9,2,72,4,3,2,4,1,No
437,Female,22,CIVIL,9.02,72,98,78,0,2,2,1,3,73,5,6,8,3,2,No
438,Male,20,IT,6.18,69,67,90,4,0,6,8,2,47,3,1,8,2,2,No
439,Female,21,EEE,9.41,93,88,76,1,2,0,2,4,48,3,4,5,1,1,No
440,Male,20,EEE,8.54,62,59,56,6,3,6,1,4,46,1,9,10,0,3,Yes
441,Male,22,CSE,5.79,97,55,61,6,0,3,10,4,51,6,1,2,1,5,No
442,Female,24,ECE,7.05,87,94,70,4,0,1,10,1,73,4,4,5,1,4,No
443,Male,25,CSE,9.57,87,85,78,5,1,7,2,3,93,6,7,7,1,4,Yes
444,Male,23,CSE,8.85,75,62,84,0,1,7,6,5,75,1,2,6,3,0,Yes
445,Female,22,EEE,8.14,74,98,83,1,3,4,7,4,94,2,8,6,1,0,Yes
446,Female,25,CSE,7.24,88,97,60,0,1,6,7,10,46,3,2,6,1,2,Yes
447,Male,24,EEE,6.04,82,86,72,6,2,6,6,8,82,10,7,8,4,2,Yes
448,Male,23,CSE,6.04,86,86,69,5,1,0,2,1,93,2,8,1,1,3,No
449,Female,21,ECE,8.24,61,59,88,6,3,7,4,5,82,8,8,9,2,4,Yes
450,Female,24,MECH,5.58,57,82,62,3,3,5,7,8,69,1,1,3,4,5,No
451,Female,25,IT,7.66,63,74,79,3,0,7,9,9,76,8,8,9,1,4,Yes
452,Male,23,ECE,7.68,79,94,77,6,2,5,1,1,77,1,3,6,2,5,No
453,Male,25,ECE,7.17,82,77,77,3,2,0,4,4,55,5,10,2,5,0,No
454,Female,20,ECE,6.25,89,75,57,3,3,8,7,5,41,8,10,1,2,3,Yes
455,Female,22,MECH,5.93,86,61,68,2,3,8,6,3,79,5,6,7,1,3,Yes
456,Male,24,IT,6.76,58,74,91,3,1,1,10,2,77,6,5,2,4,4,No
457,Female,23,IT,7.03,59,96,74,4,2,6,9,6,52,7,7,5,4,4,Yes
458,Female,25,MECH,6.29,56,95,88,6,1,7,4,8,57,9,10,7,4,5,Yes
459,Male,24,IT,7.1,64,70,64,5,2,6,7,6,95,2,4,7,2,2,Yes
460,Male,22,CIVIL,8.15,80,70,62,1,1,0,4,5,69,8,9,7,3,5,No
461,Male,21,IT,6.7,56,71,72,5,1,0,8,1,43,2,6,10,2,0,Yes
462,Female,22,CIVIL,8.39,60,80,63,1,0,8,2,9,82,10,9,5,3,0,Yes
463,Male,24,CSE,8.9,75,76,92,5,3,3,7,4,49,2,3,4,2,3,Yes
464,Female,22,MECH,5.75,89,78,62,2,3,7,4,5,96,3,6,8,5,2,Yes
465,Female,20,CIVIL,9.75,93,57,58,5,1,4,9,7,59,6,2,9,1,3,Yes
466,Female,20,EEE,9.58,71,74,60,6,1,4,4,3,98,8,6,7,0,2,Yes
467,Male,23,EEE,8.74,76,82,61,6,1,4,9,2,62,7,10,9,5,2,Yes
468,Female,25,CSE,8.85,96,96,66,5,3,2,1,7,52,5,6,10,0,0,Yes
469,Male,21,MECH,8.64,96,63,93,5,3,5,8,8,95,3,5,3,5,4,Yes
470,Female,22,IT,5.87,78,66,80,3,1,0,1,9,81,10,4,2,3,1,No
471,Female,25,IT,5.72,94,82,93,2,1,1,6,3,100,10,2,1,5,4,No
472,Female,23,CIVIL,7.67,69,68,67,6,2,4,8,7,48,7,4,10,1,2,Yes
473,Male,23,IT,7.3,64,56,73,2,1,7,4,6,77,8,2,1,3,1,Yes
474,Female,25,EEE,8.52,79,82,93,2,0,1,9,1,43,6,4,8,2,4,No
475,Male,20,ECE,7.72,79,74,80,5,2,2,9,1,77,3,5,3,4,3,Yes
476,Female,23,IT,5.89,88,82,64,2,0,5,1,3,71,5,6,7,2,2,No
477,Female,24,ECE,7.42,65,75,86,6,1,8,8,1,52,3,1,4,1,0,Yes
478,Female,22,IT,8.61,82,62,86,0,3,5,9,8,69,8,2,3,0,2,Yes
479,Male,21,ECE,6.29,65,87,72,4,1,0,9,10,51,7,2,4,3,5,No
480,Male,22,CSE,6.75,98,62,80,2,0,5,3,1,45,8,8,8,5,2,No
481,Male,22,CSE,8.39,83,75,91,1,1,0,5,6,91,1,2,9,4,3,No
482,Male,23,ECE,6.28,80,60,56,6,1,2,7,7,58,3,2,5,3,3,Yes
483,Female,25,MECH,6.08,97,61,78,4,1,7,8,7,70,5,10,10,3,0,Yes
484,Female,22,MECH,6.32,95,82,60,0,2,7,4,3,99,8,9,9,0,2,Yes
485,Female,23,CSE,9.49,85,74,64,1,2,3,9,7,58,10,1,9,0,0,Yes
486,Male,24,EEE,7.32,84,97,91,6,2,5,5,10,45,9,1,2,5,5,Yes
487,Female,21,IT,9.21,57,60,81,5,2,5,10,8,88,8,10,5,2,1,Yes
488,Male,21,CSE,8.79,93,71,61,3,0,0,7,2,40,3,8,8,5,3,No
489,Female,22,MECH,9.08,94,78,80,6,2,1,3,3,40,4,2,1,5,1,Yes
490,Male,21,EEE,8.35,96,70,82,6,1,1,5,8,49,8,7,1,0,1,Yes
491,Male,25,CIVIL,7.46,86,85,56,6,3,3,4,5,76,7,1,6,0,0,Yes
492,Female,23,EEE,8.74,93,90,73,0,3,6,8,9,77,10,8,4,5,0,Yes
493,Male,23,MECH,6.89,59,72,81,3,0,7,10,6,68,7,1,3,2,5,No
494,Male,23,ECE,7.43,87,69,92,5,2,7,3,5,86,7,7,6,3,1,Yes
495,Male,22,CIVIL,8.8,97,85,63,1,1,2,10,8,46,7,8,5,1,1,Yes
496,Male,20,ECE,9.38,77,98,65,1,0,1,6,7,47,10,4,2,4,1,Yes
497,Female,22,ECE,8.95,57,90,72,1,0,0,8,8,93,2,2,10,4,0,Yes
498,Male,24,CSE,6.24,62,68,78,1,2,7,9,8,86,2,3,6,2,1,Yes
499,Male,21,EEE,9.77,55,70,85,2,2,8,3,2,57,6,7,6,5,5,No
500,Male,21,MECH,7.36,69,63,82,3,3,7,9,6,100,1,8,3,0,5,Yes
501,Male,20,ECE,6.89,65,82,58,3,0,2,10,1,80,9,5,7,3,5,No
502,Female,25,CIVIL,6.88,77,55,72,4,1,6,8,4,96,9,10,10,5,3,Yes
503,Female,25,EEE,8.91,74,60,57,4,2,6,3,9,74,5,4,2,4,4,Yes
504,Female,24,ECE,8.83,65,56,56,6,2,3,5,7,72,2,1,6,2,5,Yes
505,Female,20,CSE,8.83,62,83,74,4,0,7,6,4,91,10,10,9,4,1,Yes
506,Female,22,ECE,8.43,91,98,63,5,3,8,4,2,60,9,10,4,2,3,Yes
507,Male,21,CIVIL,7.37,81,60,60,0,3,2,8,4,68,2,6,9,3,4,No
508,Female,22,MECH,7.69,82,83,86,5,3,2,3,9,48,8,8,3,5,4,Yes
509,Male,25,IT,7.5,57,65,90,2,0,6,2,2,63,10,5,1,4,1,No
510,Male,22,ECE,9.86,74,73,86,0,1,2,10,7,43,5,5,4,1,5,No
511,Female,20,CSE,7.91,59,57,81,3,2,7,6,7,70,10,3,3,4,5,Yes
512,Female,23,CIVIL,7.48,75,60,94,5,3,6,4,7,61,9,1,8,5,2,Yes
513,Male,21,CIVIL,5.61,95,74,90,5,0,8,2,4,79,9,10,1,4,4,No
514,Male,23,MECH,9.45,62,97,89,1,0,4,4,4,93,10,8,2,4,4,No
515,Female,23,MECH,5.7,56,76,82,1,3,0,9,6,64,5,2,2,0,4,No
516,Male,22,IT,6.3,60,64,74,3,1,0,10,6,51,1,1,5,3,0,Yes
517,Female,21,EEE,9.43,71,79,62,0,1,3,10,10,55,8,9,9,3,0,Yes
518,Female,20,ECE,7.55,81,59,85,0,3,3,1,5,75,10,2,4,4,5,No
519,Male,22,MECH,7.29,60,95,87,1,1,5,9,3,90,4,9,7,4,3,Yes
520,Male,20,EEE,9.73,94,73,65,0,0,7,5,10,56,7,6,4,4,4,Yes
521,Female,20,IT,8.75,91,59,74,0,3,1,3,9,57,7,4,10,4,2,Yes
522,Female,25,ECE,9.81,83,72,70,5,2,5,4,8,78,6,1,3,5,0,Yes
523,Female,20,CSE,8.46,81,90,86,6,3,8,2,2,74,1,8,2,2,3,Yes
524,Female,23,IT,9.19,99,55,62,3,2,3,8,1,54,1,5,6,1,0,Yes
525,Female,25,IT,6.53,86,78,57,2,3,3,1,4,92,7,2,5,4,4,No
526,Female,21,MECH,6.35,91,98,93,4,1,1,10,3,87,2,3,5,4,1,Yes
527,Female,21,CIVIL,5.6,99,98,89,4,2,8,8,1,100,7,1,6,3,3,Yes
528,Female,20,CIVIL,7.78,86,78,88,6,0,3,1,5,98,7,9,8,2,0,Yes
529,Female,21,ECE,5.86,91,56,69,5,3,1,4,4,50,6,5,2,5,5,No
530,Male,20,EEE,7.4,56,92,95,2,2,3,2,8,55,6,1,6,4,1,Yes
531,Male,24,MECH,7.43,61,95,83,4,0,1,1,1,64,6,2,3,0,3,No
532,Male,22,MECH,8.26,59,61,58,4,0,4,7,7,46,10,7,4,4,5,No
533,Male,23,EEE,7.54,82,94,94,0,2,0,8,9,61,10,4,2,0,0,Yes
534,Male,24,IT,9.48,63,95,87,2,2,6,8,10,68,3,4,3,0,0,Yes
535,Male,22,MECH,7.42,96,77,74,4,1,2,8,5,78,6,5,6,0,4,Yes
536,Male,20,IT,7.73,90,58,82,2,1,3,4,2,61,4,8,8,4,5,No
537,Female,24,MECH,9.74,94,74,81,2,1,1,8,1,71,4,1,4,5,1,Yes
538,Female,24,IT,6.55,76,79,68,3,1,0,6,1,44,6,1,9,0,1,No
539,Female,23,IT,8.28,78,57,56,1,1,4,3,4,96,5,3,6,4,1,Yes
540,Male,21,CSE,6.27,71,61,56,6,1,6,2,6,99,4,5,8,1,2,Yes
541,Female,25,IT,9.64,94,82,59,0,1,2,4,4,74,7,6,6,4,3,No
542,Male,20,MECH,8.08,89,73,64,2,1,0,5,3,94,9,10,8,1,5,No
543,Male,23,CIVIL,8.21,65,87,79,6,2,7,9,8,51,6,6,9,5,3,Yes
544,Female,23,ECE,8.06,95,92,57,1,1,3,8,4,65,4,5,7,3,4,No
545,Male,22,ECE,7.92,63,60,73,3,2,3,10,1,69,9,10,6,3,3,Yes
546,Female,23,EEE,7.12,86,75,72,3,0,2,8,4,56,2,6,2,2,4,No
547,Male,22,IT,5.93,59,78,57,4,1,5,4,6,56,5,5,4,5,4,No
548,Male,25,CIVIL,7.89,71,55,74,2,2,6,7,10,88,1,8,9,1,3,Yes
549,Male,21,CIVIL,8.8,85,69,88,4,3,7,6,2,60,4,7,7,1,3,Yes
550,Female,24,CSE,7.15,91,63,74,5,0,7,6,6,54,7,7,7,5,4,Yes
551,Female,22,MECH,5.6,57,63,64,2,3,6,4,7,44,9,7,4,3,0,Yes
552,Female,24,EEE,8.31,74,60,65,0,1,0,10,8,41,3,4,2,3,2,No
553,Male,21,ECE,8.4,59,84,58,2,0,2,6,7,65,3,2,3,4,3,No
554,Female,25,CSE,7.21,68,63,68,2,3,7,3,10,76,5,10,4,4,5,No
555,Female,22,IT,5.53,64,83,59,6,3,3,9,6,98,10,8,8,3,4,Yes
556,Male,25,CSE,6.77,84,77,74,3,1,6,4,3,97,10,7,8,3,5,No
557,Male,25,MECH,5.92,99,57,70,6,1,4,9,5,82,2,4,8,3,4,Yes
558,Male,22,CSE,8.82,87,75,81,3,1,4,4,9,42,8,1,2,5,5,No
559,Female,23,ECE,8.78,67,80,57,0,2,1,3,6,82,8,8,8,0,0,Yes
560,Male,25,EEE,6.12,72,65,65,6,0,1,3,5,47,9,7,3,0,5,No
561,Male,25,ECE,6.18,77,66,68,5,0,8,4,8,84,1,9,2,3,5,No
562,Female,23,CSE,8.13,58,79,67,1,2,3,4,2,41,7,1,1,2,1,No
563,Male,21,CSE,9.01,97,65,65,0,3,8,2,6,60,9,4,10,1,4,Yes
564,Female,23,CSE,6.52,61,77,75,1,0,6,6,1,64,4,8,4,0,5,No
565,Female,25,MECH,7.12,59,68,81,2,3,1,9,10,50,5,2,10,2,5,Yes
566,Female,25,CIVIL,6.08,66,95,75,6,3,1,6,1,78,10,8,7,4,5,No
567,Male,24,MECH,8.6,55,69,56,4,0,4,4,7,88,4,10,2,0,1,Yes
568,Female,23,ECE,6.39,79,68,57,1,3,5,3,5,60,1,9,7,5,2,No
569,Male,21,CIVIL,6.96,70,68,89,0,1,3,10,7,73,6,3,8,5,0,Yes
570,Male,23,CSE,9.7,58,95,64,1,1,1,3,10,75,4,4,9,0,3,Yes
571,Female,22,IT,8.68,70,82,66,4,1,4,5,10,68,4,5,8,0,2,Yes
572,Female,23,IT,7.57,82,87,94,5,3,2,8,1,88,7,7,2,2,4,Yes
573,Male,24,CIVIL,6.27,79,84,74,3,2,6,9,10,70,2,6,3,5,3,Yes
574,Male,21,IT,5.52,87,78,86,3,3,6,6,7,71,5,10,2,3,0,Yes
575,Male,23,MECH,6.21,82,71,77,4,3,5,1,7,99,7,4,4,3,0,Yes
576,Female,25,CIVIL,8.48,99,97,64,2,3,2,5,4,78,10,3,1,0,0,Yes
577,Female,23,CIVIL,8.08,60,88,67,3,1,6,5,5,72,9,7,10,2,5,Yes
578,Female,25,CSE,5.98,91,77,64,2,1,6,5,1,50,8,1,2,0,5,No
579,Female,24,EEE,8.38,82,65,66,2,1,2,4,8,51,9,2,8,4,1,Yes
580,Male,21,CSE,8.8,67,71,81,3,0,2,2,5,45,7,2,5,0,2,No
581,Male,24,IT,7.6,98,61,55,0,2,0,10,1,46,4,9,1,3,4,No
582,Female,23,EEE,8.83,93,82,76,2,2,5,4,6,82,7,7,10,0,2,Yes
583,Female,20,CSE,7.51,99,80,63,0,0,8,5,4,63,8,10,8,4,3,No
584,Male,20,CIVIL,9.71,75,56,95,2,0,5,8,4,78,8,7,10,0,2,Yes
585,Female,23,CIVIL,9.27,61,79,73,4,1,2,9,10,90,9,1,3,3,0,Yes
586,Female,25,MECH,9.84,84,65,83,0,3,8,4,4,53,3,2,2,3,5,No
587,Male,21,ECE,9.47,72,69,71,5,3,1,3,9,80,8,2,6,1,4,Yes
588,Male,25,ECE,7.16,79,96,90,6,3,3,4,5,47,5,2,2,0,2,Yes
589,Male,25,CSE,8.02,63,75,79,4,0,4,1,10,74,4,7,7,2,2,Yes
590,Male,24,CIVIL,8.15,69,61,80,0,3,5,3,5,93,4,8,8,1,4,No
591,Female,21,CIVIL,8.43,99,57,93,2,2,8,2,5,94,10,8,4,3,2,Yes
592,Female,20,ECE,6.17,68,69,58,6,1,7,7,5,92,3,1,9,3,2,Yes
593,Female,25,EEE,9.86,80,80,59,4,2,4,4,9,65,2,3,6,4,0,Yes
